first_name,middle_name,last_name,state,district,party,next_election,id,api_uri,domain,url,facebook_account,facebook_id,twitter_account,google_entity_id,rss_url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,dw_nominate,seniority,ideal_point
Robert,B.,Aderholt,AL,4,R,2018,A000055,https://api.propublica.org/congress/v1/members/A000055.json,aderholt.house.gov,https://aderholt.house.gov,RobertAderholt,19787529402,Robert_Aderholt,/m/024p03,https://aderholt.house.gov/rss.xml,85,0,0.00,0,96.47,null,22,null
Justin,null,Amash,MI,3,R,2018,A000367,https://api.propublica.org/congress/v1/members/A000367.json,amash.house.gov,http://amash.house.gov,repjustinamash,173604349345646,null,/m/0c00p_n,http://amash.house.gov/rss.xml,85,0,0.00,0,85.88,null,8,null
Mark,null,Amodei,NV,2,R,2018,A000369,https://api.propublica.org/congress/v1/members/A000369.json,amodei.house.gov,https://amodei.house.gov,MarkAmodeiNV2,307227745970624,MarkAmodeiNV2,/m/03bzdkn,https://amodei.house.gov/common/rss/?rss=49,85,0,0.00,0,97.65,null,8,null
Alma,null,Adams,NC,12,D,2018,A000370,https://api.propublica.org/congress/v1/members/A000370.json,null,http://adams.house.gov,CongresswomanAdams,null,RepAdams,/m/02b45d,http://adams.house.gov/rss.xml,85,1,1.18,0,96.43,null,6,null
Pete,null,Aguilar,CA,31,D,2018,A000371,https://api.propublica.org/congress/v1/members/A000371.json,null,https://aguilar.house.gov,reppeteaguilar,null,reppeteaguilar,/m/0jwv0xf,https://aguilar.house.gov/rss.xml,85,0,0.00,0,95.29,null,4,null
Rick,null,Allen,GA,12,R,2018,A000372,https://api.propublica.org/congress/v1/members/A000372.json,allen.house.gov,http://allen.house.gov,CongressmanRickAllen,null,reprickallen,/m/047bdf,null,85,0,0.00,0,97.65,null,4,null
Ralph,null,Abraham,LA,5,R,2018,A000374,https://api.propublica.org/congress/v1/members/A000374.json,null,https://abraham.house.gov,CongressmanRalphAbraham,null,RepAbraham,/m/012dwd7_,https://abraham.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Jodey,null,Arrington,TX,19,R,2018,A000375,https://api.propublica.org/congress/v1/members/A000375.json,arrington.house.gov,https://arrington.house.gov,JodeyArrington,null,RepArrington,/m/0g9_f_1,https://arrington.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
Joe,L.,Barton,TX,6,R,2018,B000213,https://api.propublica.org/congress/v1/members/B000213.json,joebarton.house.gov,https://joebarton.house.gov,RepJoeBarton,15617630596,RepJoeBarton,/m/03rspq,null,85,2,2.35,0,97.59,null,34,null
Xavier,null,Becerra,CA,34,D,2018,B000287,https://api.propublica.org/congress/v1/members/B000287.json,becerra.house.gov,http://becerra.house.gov,XavierBecerra,90311772229,RepBecerra,/m/024trk,https://becerra.house.gov/rss/press-releases.xml,61,42,68.85,0,89.47,null,26,null
Sanford,D.,Bishop Jr.,GA,2,D,2018,B000490,https://api.propublica.org/congress/v1/members/B000490.json,bishop.house.gov,http://bishop.house.gov,sanfordbishop,366739521606,SanfordBishop,/m/02554k,http://bishop.house.gov/rss.xml,85,6,7.06,0,89.87,null,26,null
Earl,null,Blumenauer,OR,3,D,2018,B000574,https://api.propublica.org/congress/v1/members/B000574.json,blumenauer.house.gov,https://blumenauer.house.gov,null,null,BlumenauerMedia,/m/033tw8,null,85,6,7.06,0,92.41,null,24,null
Kevin,null,Brady,TX,8,R,2018,B000755,https://api.propublica.org/congress/v1/members/B000755.json,kevinbrady.house.gov,http://kevinbrady.house.gov,kevinbrady,9307301412,RepKevinBrady,/m/03tq00,null,85,2,2.35,0,97.59,null,22,null
Robert,A.,Brady,PA,1,D,2018,B001227,https://api.propublica.org/congress/v1/members/B001227.json,www.brady.house.gov,http://brady.house.gov,RepRobertBrady,118845109487,RepBrady,/m/03tq5z,http://brady.house.gov/rss.xml,85,1,1.18,0,95.24,null,22,null
Marsha,null,Blackburn,TN,7,R,2018,B001243,https://api.propublica.org/congress/v1/members/B001243.json,blackburn.house.gov,http://blackburn.house.gov,marshablackburn,6470828395,MarshaBlackburn,/m/01fnkt,http://blackburn.house.gov/news/rss.aspx,85,3,3.53,0,97.56,null,16,null
Madeleine,Z.,Bordallo,GU,79,D,2018,B001245,https://api.propublica.org/congress/v1/members/B001245.json,bordallo.house.gov,https://bordallo.house.gov,madeleine.bordallo,161729837225622,null,/m/01s_xp,null,0,null,null,null,null,null,16,null
Michael,C.,Burgess,TX,26,R,2018,B001248,https://api.propublica.org/congress/v1/members/B001248.json,burgess.house.gov,http://burgess.house.gov,michaelcburgess,6916472567,MichaelCBurgess,/m/03tq8_,http://burgess.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,16,null
Rob,null,Bishop,UT,1,R,2018,B001250,https://api.propublica.org/congress/v1/members/B001250.json,robbishop.house.gov,http://robbishop.house.gov,RepRobBishop,null,RepRobBishop,/m/02tn41,http://robbishop.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,16,null
G.,K.,Butterfield,NC,1,D,2018,B001251,https://api.propublica.org/congress/v1/members/B001251.json,butterfield.house.gov,http://butterfield.house.gov,congressmangkbutterfield,274687979233940,GKButterfield,/m/03g_pq,null,85,7,8.24,0,94.87,null,16,null
Gus,null,Bilirakis,FL,12,R,2018,B001257,https://api.propublica.org/congress/v1/members/B001257.json,bilirakis.house.gov,https://bilirakis.house.gov,GusBilirakis,135445766485586,RepGusBilirakis,/m/0dy3z1,null,85,0,0.00,0,97.65,null,14,null
Vern,null,Buchanan,FL,16,R,2018,B001260,https://api.propublica.org/congress/v1/members/B001260.json,buchanan.house.gov,https://buchanan.house.gov,CongressmanBuchanan,67106719910,VernBuchanan,/m/0gtjsp,https://buchanan.house.gov/rss.xml,85,4,4.71,0,97.53,null,12,null
Lou,null,Barletta,PA,11,R,2018,B001269,https://api.propublica.org/congress/v1/members/B001269.json,barletta.house.gov,http://barletta.house.gov,CongressmanLouBarletta,192357174108435,RepLouBarletta,/m/03wcvjl,http://barletta.house.gov/rss.xml,85,0,0.00,0,97.65,null,8,null
Karen,null,Bass,CA,37,D,2018,B001270,https://api.propublica.org/congress/v1/members/B001270.json,bass.house.gov,https://bass.house.gov,RepKarenBass,190867440939405,RepKarenBass,/m/027g9m6,https://bass.house.gov/rss.xml,85,3,3.53,0,93.90,null,8,null
Diane,null,Black,TN,6,R,2018,B001273,https://api.propublica.org/congress/v1/members/B001273.json,black.house.gov,http://black.house.gov,DianeBlackTN06,186436274719648,RepDianeBlack,/m/0cyvxl,http://black.house.gov/rss.xml,85,1,1.18,0,97.62,null,8,null
Mo,null,Brooks,AL,5,R,2018,B001274,https://api.propublica.org/congress/v1/members/B001274.json,brooks.house.gov,https://brooks.house.gov,155220881193244,155220881193244,RepMoBrooks,/m/0c3xdjf,null,85,1,1.18,0,96.43,null,8,null
Larry,null,Bucshon,IN,8,R,2018,B001275,https://api.propublica.org/congress/v1/members/B001275.json,bucshon.house.gov,https://bucshon.house.gov,RepLarryBucshon,135670516492974,RepLarryBucshon,/m/0dd9k_y,https://bucshon.house.gov/rss.xml,85,1,1.18,0,96.43,null,8,null
Suzanne,null,Bonamici,OR,1,D,2018,B001278,https://api.propublica.org/congress/v1/members/B001278.json,bonamici.house.gov,http://bonamici.house.gov,congresswomanbonamici,252633384817156,RepBonamici,/m/02q453x,http://bonamici.house.gov/rss.xml,85,0,0.00,0,95.29,null,8,null
Joyce,null,Beatty,OH,3,D,2018,B001281,https://api.propublica.org/congress/v1/members/B001281.json,beatty.house.gov,http://beatty.house.gov,RepJoyceBeatty,null,RepBeatty,/m/03lcwb,http://beatty.house.gov/rss.xml,85,3,3.53,0,96.34,null,6,null
Andy,null,Barr,KY,6,R,2018,B001282,https://api.propublica.org/congress/v1/members/B001282.json,null,https://barr.house.gov,RepAndyBarr,457461137635018,RepAndyBarr,/m/03wcvjl,https://barr.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Jim,null,Bridenstine,OK,1,R,2018,B001283,https://api.propublica.org/congress/v1/members/B001283.json,bridenstine.house.gov,http://bridenstine.house.gov,CongressmanJimBridenstine,460003650715961,RepJBridenstine,/m/0jwyd6r,null,85,0,0.00,0,97.65,null,6,null
Susan,null,Brooks,IN,5,R,2018,B001284,https://api.propublica.org/congress/v1/members/B001284.json,susanwbrooks.house.gov,http://susanwbrooks.house.gov,congresswomansusanwbrooks,517697358277175,SusanWBrooks,/m/0jt8ng2,http://susanwbrooks.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Julia,null,Brownley,CA,26,D,2018,B001285,https://api.propublica.org/congress/v1/members/B001285.json,juliabrownley.house.gov,http://juliabrownley.house.gov,RepJuliaBrownley,330504617051234,JuliaBrownley26,/m/027z42z,http://juliabrownley.house.gov/rss.xml,85,0,0.00,0,94.12,null,6,null
Cheri,null,Bustos,IL,17,D,2018,B001286,https://api.propublica.org/congress/v1/members/B001286.json,bustos.house.gov,https://bustos.house.gov,RepCheri,581909665168588,RepCheri,/m/0jwwtrm,https://bustos.house.gov/category/press-release/feed/,85,3,3.53,0,92.68,null,6,null
Ami,null,Bera,CA,7,D,2018,B001287,https://api.propublica.org/congress/v1/members/B001287.json,bera.house.gov,http://bera.house.gov,RepAmiBera,528662157146886,RepBera,/m/0dgqnts,https://bera.house.gov/rss.xml,85,0,0.00,0,91.76,null,6,null
Bradley,null,Byrne,AL,1,R,2018,B001289,https://api.propublica.org/congress/v1/members/B001289.json,byrne.house.gov,https://byrne.house.gov,RepByrne,1374832002773142,RepByrne,/m/09g6kty,https://byrne.house.gov/rss.xml,85,2,2.35,0,97.59,null,6,null
David,A.,Brat,VA,7,R,2018,B001290,https://api.propublica.org/congress/v1/members/B001290.json,brat.house.gov,http://brat.house.gov,RepDaveBrat,null,RepDaveBrat,/m/010qykqw,null,85,1,1.18,0,95.24,null,6,null
Brian,null,Babin,TX,36,R,2018,B001291,https://api.propublica.org/congress/v1/members/B001291.json,babin.house.gov,http://babin.house.gov,RepBrianBabin,null,RepBrianBabin,/m/010qgj35,null,85,0,0.00,0,97.65,null,4,null
Donald,null,Beyer,VA,8,D,2018,B001292,https://api.propublica.org/congress/v1/members/B001292.json,beyer.house.gov,http://beyer.house.gov,repdonbeyer,null,repdonbeyer,/m/053g16,null,85,1,1.18,0,94.05,null,4,null
Mike,null,Bishop,MI,8,R,2018,B001293,https://api.propublica.org/congress/v1/members/B001293.json,null,https://mikebishop.house.gov,RepMikeBishop,null,RepMikeBishop,/m/027qc0m,https://mikebishop.house.gov/rss.xml,85,1,1.18,0,97.62,null,4,null
Rod,null,Blum,IA,1,R,2018,B001294,https://api.propublica.org/congress/v1/members/B001294.json,null,https://blum.house.gov,congressmanrodblum,null,RepRodBlum,/m/0127p02j,https://blum.house.gov/rss.xml,85,0,0.00,0,92.94,null,4,null
Mike,null,Bost,IL,12,R,2018,B001295,https://api.propublica.org/congress/v1/members/B001295.json,null,https://bost.house.gov,RepBost,null,RepBost,/m/0kry42,https://bost.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Brendan,null,Boyle,PA,13,D,2018,B001296,https://api.propublica.org/congress/v1/members/B001296.json,null,https://boyle.house.gov,CongressmanBoyle,null,RepBrendanBoyle,/m/04f4fjk,https://boyle.house.gov/rss.xml,85,2,2.35,0,96.39,null,4,null
Ken,null,Buck,CO,4,R,2018,B001297,https://api.propublica.org/congress/v1/members/B001297.json,null,https://buck.house.gov,repkenbuck,null,RepKenBuck,/m/05zzjd2,https://buck.house.gov/rss.xml,85,0,0.00,0,95.29,null,4,null
Don,null,Bacon,NE,2,R,2018,B001298,https://api.propublica.org/congress/v1/members/B001298.json,bacon.house.gov,https://bacon.house.gov,null,null,null,/m/01311t71,https://bacon.house.gov/rss.xml,85,0,0.00,0,96.47,null,2,null
Jim,null,Banks,IN,3,R,2018,B001299,https://api.propublica.org/congress/v1/members/B001299.json,banks.house.gov,https://banks.house.gov,RepJimBanks,null,RepJimBanks,/m/0j621nj,null,85,0,0.00,0,97.65,null,2,null
Nanette,null,Barragán,CA,44,D,2018,B001300,https://api.propublica.org/congress/v1/members/B001300.json,barragan.house.gov,https://barragan.house.gov,CongresswomanBarragan,null,RepBarragan,null,null,85,0,0.00,0,95.29,null,2,null
Jack,null,Bergman,MI,1,R,2018,B001301,https://api.propublica.org/congress/v1/members/B001301.json,bergman.house.gov,https://bergman.house.gov,RepJackBergman,null,RepJackBergman,/m/05b2l3v,null,85,0,0.00,0,97.65,null,2,null
Andy,null,Biggs,AZ,5,R,2018,B001302,https://api.propublica.org/congress/v1/members/B001302.json,biggs.house.gov,https://biggs.house.gov,RepAndyBiggs,null,RepAndyBiggsAZ,/m/0_1m23v,https://biggs.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
Lisa,null,Blunt Rochester,DE,1,D,2018,B001303,https://api.propublica.org/congress/v1/members/B001303.json,bluntrochester.house.gov,https://bluntrochester.house.gov,Rep.BluntRochester,null,RepBRochester,/g/11c3yvwbvn,null,85,3,3.53,0,95.12,null,2,null
Anthony,null,Brown,MD,4,D,2018,B001304,https://api.propublica.org/congress/v1/members/B001304.json,anthonybrown.house.gov,https://anthonybrown.house.gov,null,null,null,null,https://anthonybrown.house.gov/rss.xml,85,3,3.53,0,96.34,null,2,null
Ted,null,Budd,NC,13,R,2018,B001305,https://api.propublica.org/congress/v1/members/B001305.json,budd.house.gov,https://budd.house.gov,RepTedBudd,null,RepTedBudd,null,https://budd.house.gov/rss.xml,85,0,0.00,0,96.47,null,2,null
Ken,null,Calvert,CA,42,R,2018,C000059,https://api.propublica.org/congress/v1/members/C000059.json,calvert.house.gov,http://calvert.house.gov,70063393423,70063393423,KenCalvert,/m/024xl1,http://calvert.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,26,null
Steven,J.,Chabot,OH,1,R,2018,C000266,https://api.propublica.org/congress/v1/members/C000266.json,chabot.house.gov,http://chabot.house.gov,RepSteveChabot,204705339555378,RepSteveChabot,/m/0343vk,null,85,0,0.00,0,97.65,null,8,null
James,E.,Clyburn,SC,6,D,2018,C000537,https://api.propublica.org/congress/v1/members/C000537.json,clyburn.house.gov,http://clyburn.house.gov,jameseclyburn,127744320598870,Clyburn,/m/03c469,http://clyburn.house.gov/rss.xml,85,7,8.24,0,93.59,null,26,null
John,null,Conyers Jr.,MI,13,D,2018,C000714,https://api.propublica.org/congress/v1/members/C000714.json,conyers.house.gov,https://conyers.house.gov,CongressmanConyers,206947066849,RepJohnConyers,/m/02hy5d,https://conyers.house.gov/rss.xml,85,2,2.35,0,93.98,null,54,null
Jim,null,Cooper,TN,5,D,2018,C000754,https://api.propublica.org/congress/v1/members/C000754.json,www.cooper.house.gov,http://cooper.house.gov,JimCooper,null,RepJimCooper,/m/03tm2p,http://cooper.house.gov/rss.xml,85,2,2.35,0,90.36,null,16,null
Elijah,E.,Cummings,MD,7,D,2018,C000984,https://api.propublica.org/congress/v1/members/C000984.json,cummings.house.gov,https://cummings.house.gov,elijahcummings,291368465380,RepCummings,/m/025k9h,https://cummings.house.gov/rss.xml,85,2,2.35,0,95.18,null,24,null
Michael,E.,Capuano,MA,7,D,2018,C001037,https://api.propublica.org/congress/v1/members/C001037.json,www.house.gov/capuano/,http://capuano.house.gov,RepMichaelCapuano,151168844937573,RepMikeCapuano,/m/028vsm,null,85,0,0.00,1,94.12,null,20,null
Joseph,null,Crowley,NY,14,D,2018,C001038,https://api.propublica.org/congress/v1/members/C001038.json,crowley.house.gov,http://crowley.house.gov,repjoecrowley,176197712425090,RepJoeCrowley,/m/03v10s,http://crowley.house.gov/rss.xml,85,4,4.71,0,95.06,null,20,null
John,null,Culberson,TX,7,R,2018,C001048,https://api.propublica.org/congress/v1/members/C001048.json,culberson.house.gov,http://culberson.house.gov,CongressmanCulberson,1751723339,CongCulberson,/m/03sfhc,null,85,1,1.18,0,97.62,null,18,null
William,Lacy,Clay,MO,1,D,2018,C001049,https://api.propublica.org/congress/v1/members/C001049.json,lacyclay.house.gov,https://lacyclay.house.gov,109135405838588,109135405838588,null,/m/024vjr,null,85,4,4.71,0,93.83,null,18,null
John,null,Carter,TX,31,R,2018,C001051,https://api.propublica.org/congress/v1/members/C001051.json,carter.house.gov,https://carter.house.gov,judgecarter,1287257083,JudgeCarter,/m/03whyr,https://carter.house.gov/common/rss/?rss=40,85,0,0.00,0,97.65,null,16,null
Tom,null,Cole,OK,4,R,2018,C001053,https://api.propublica.org/congress/v1/members/C001053.json,cole.house.gov,https://cole.house.gov,TomColeOK04,146497782066300,TomColeOK04,/m/03tqb0,https://cole.house.gov/rss.xml,85,1,1.18,0,97.62,null,16,null
Jim,null,Costa,CA,16,D,2018,C001059,https://api.propublica.org/congress/v1/members/C001059.json,costa.house.gov,https://costa.house.gov,RepJimCosta,null,RepJimCosta,/m/04chm2,https://costa.house.gov/rss.xml,85,6,7.06,0,82.28,null,14,null
Emanuel,null,Cleaver II,MO,5,D,2018,C001061,https://api.propublica.org/congress/v1/members/C001061.json,cleaver.house.gov,http://cleaver.house.gov,emanuelcleaverii,7954512692,RepCleaver,/m/04cbbm,http://cleaver.house.gov/rss.xml,85,15,17.65,0,94.29,null,14,null
K.,Michael,Conaway,TX,11,R,2018,C001062,https://api.propublica.org/congress/v1/members/C001062.json,conaway.house.gov,http://conaway.house.gov,mike.conaway,203482063021985,ConawayTX11,/m/04cmt7,null,85,0,0.00,0,96.47,null,14,null
Henry,null,Cuellar,TX,28,D,2018,C001063,https://api.propublica.org/congress/v1/members/C001063.json,cuellar.house.gov,http://cuellar.house.gov,152569121550,152569121550,RepCuellar,/m/04clj6,http://cuellar.house.gov/news/rss.aspx,85,0,0.00,0,78.82,null,14,null
Kathy,null,Castor,FL,14,D,2018,C001066,https://api.propublica.org/congress/v1/members/C001066.json,castor.house.gov,http://castor.house.gov,USRepKathyCastor,181810465190906,USRepKCastor,/m/0dq1v6,http://castor.house.gov/news/rss.aspx,85,1,1.18,0,96.43,null,12,null
Yvette,D.,Clarke,NY,9,D,2018,C001067,https://api.propublica.org/congress/v1/members/C001067.json,clarke.house.gov,https://clarke.house.gov,repyvettedclarke,135031389892682,RepYvetteClarke,/m/06h90t,https://clarke.house.gov/rss.xml,85,2,2.35,0,96.39,null,12,null
Steve,null,Cohen,TN,9,D,2018,C001068,https://api.propublica.org/congress/v1/members/C001068.json,cohen.house.gov,https://cohen.house.gov,CongressmanSteveCohen,111456965545421,RepCohen,/m/04lf9tk,https://cohen.house.gov/rss.xml,85,0,0.00,0,92.94,null,12,null
Joe,null,Courtney,CT,2,D,2018,C001069,https://api.propublica.org/congress/v1/members/C001069.json,courtney.house.gov,https://courtney.house.gov,joecourtney,330408799230,RepJoeCourtney,/m/0700nd,https://courtney.house.gov/rss.xml,85,0,0.00,0,96.47,null,12,null
André,null,Carson,IN,7,D,2018,C001072,https://api.propublica.org/congress/v1/members/C001072.json,carson.house.gov,http://carson.house.gov,CongressmanAndreCarson,123884330964019,RepAndreCarson,/m/03qcvz1,http://carson.house.gov/rss.xml,85,1,1.18,0,94.05,null,12,null
Jason,null,Chaffetz,UT,3,R,2018,C001076,https://api.propublica.org/congress/v1/members/C001076.json,chaffetz.house.gov,https://chaffetz.house.gov,CongressmanJasonChaffetz,390419731073316,JasonInTheHouse,/m/047blr4,null,85,2,2.35,0,96.39,null,10,null
Mike,null,Coffman,CO,6,R,2018,C001077,https://api.propublica.org/congress/v1/members/C001077.json,coffman.house.gov,http://coffman.house.gov,repmikecoffman,366142384492,RepMikeCoffman,/m/03gy95d,http://coffman.house.gov/rss.xml,85,2,2.35,0,96.39,null,10,null
Gerald,E.,Connolly,VA,11,D,2018,C001078,https://api.propublica.org/congress/v1/members/C001078.json,connolly.house.gov,https://connolly.house.gov,CongressmanGerryConnolly,177164035838,GerryConnolly,/m/04f40kn,https://connolly.house.gov/common/rss/index.cfm?rss=44,85,0,0.00,0,92.94,null,10,null
Judy,null,Chu,CA,27,D,2018,C001080,https://api.propublica.org/congress/v1/members/C001080.json,chu.house.gov,https://chu.house.gov,RepJudyChu,41228315130,RepJudyChu,/m/0krsk2,https://chu.house.gov/rss.xml,85,2,2.35,0,95.18,null,12,null
David,null,Cicilline,RI,1,D,2018,C001084,https://api.propublica.org/congress/v1/members/C001084.json,cicilline.house.gov,http://cicilline.house.gov,CongressmanDavidCicilline,186949061341027,RepCicilline,/m/04t97v,http://cicilline.house.gov/rss.xml,85,0,0.00,0,95.29,null,8,null
Rick,null,Crawford,AR,1,R,2018,C001087,https://api.propublica.org/congress/v1/members/C001087.json,crawford.house.gov,http://crawford.house.gov,RepRickCrawford,143344975723788,RepRickCrawford,/m/0czb3pp,http://crawford.house.gov/news/rss.aspx,85,1,1.18,0,97.62,null,8,null
Matt,null,Cartwright,PA,17,D,2018,C001090,https://api.propublica.org/congress/v1/members/C001090.json,cartwright.house.gov,http://cartwright.house.gov,CongressmanMattCartwright,248507065275406,RepCartwright,/m/0j_6b9d,http://cartwright.house.gov/rss.xml,85,1,1.18,0,94.05,null,6,null
Joaquín,null,Castro,TX,20,D,2018,C001091,https://api.propublica.org/congress/v1/members/C001091.json,castro.house.gov,https://castro.house.gov,326420614138023,326420614138023,JoaquinCastrotx,/m/0bmclg,https://castro.house.gov/rss.xml,85,0,0.00,0,95.29,null,6,null
Chris,null,Collins,NY,27,R,2018,C001092,https://api.propublica.org/congress/v1/members/C001092.json,chriscollins.house.gov,https://chriscollins.house.gov,RepChrisCollins,467047586692268,RepChrisCollins,/m/03cv81x,https://chriscollins.house.gov/rss.xml,85,17,20.00,0,97.06,null,6,null
Doug,null,Collins,GA,9,R,2018,C001093,https://api.propublica.org/congress/v1/members/C001093.json,dougcollins.house.gov,https://dougcollins.house.gov,RepresentativeDougCollins,505646972800006,RepDougCollins,/m/04qywk,https://dougcollins.house.gov/rss/press-releases.xml,85,0,0.00,0,96.47,null,6,null
Paul,null,Cook,CA,8,R,2018,C001094,https://api.propublica.org/congress/v1/members/C001094.json,cook.house.gov,http://cook.house.gov,RepPaulCook,464458413604093,RepPaulCook,/m/0djsxj,http://cook.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Kevin,null,Cramer,ND,1,R,2018,C001096,https://api.propublica.org/congress/v1/members/C001096.json,cramer.house.gov,http://cramer.house.gov,CongressmanKevinCramer,498751820147706,RepKevinCramer,/m/02rhrnw,http://cramer.house.gov/rss.xml,85,1,1.18,0,97.62,null,6,null
Tony,null,Cardenas,CA,29,D,2018,C001097,https://api.propublica.org/congress/v1/members/C001097.json,cardenas.house.gov,https://cardenas.house.gov,repcardenas,485493954794945,RepCardenas,/m/0cgzsw,https://cardenas.house.gov/rss.xml,85,1,1.18,0,94.05,null,6,null
Katherine,null,Clark,MA,5,D,2018,C001101,https://api.propublica.org/congress/v1/members/C001101.json,katherineclark.house.gov,https://katherineclark.house.gov,CongresswomanClark,1408040802774787,RepKClark,/m/0fpjc8b,null,85,13,15.29,0,93.06,null,6,null
Buddy,null,Carter,GA,1,R,2018,C001103,https://api.propublica.org/congress/v1/members/C001103.json,buddycarter.house.gov,http://buddycarter.house.gov,congressmanbuddycarter,null,RepBuddyCarter,/m/0w32xj9,null,85,0,0.00,0,96.47,null,4,null
Barbara,null,Comstock,VA,10,R,2018,C001105,https://api.propublica.org/congress/v1/members/C001105.json,null,https://comstock.house.gov,RepBarbaraComstock,null,RepComstock,/m/02890yr,https://comstock.house.gov/rss.xml,85,1,1.18,0,97.62,null,4,null
Ryan,null,Costello,PA,6,R,2018,C001106,https://api.propublica.org/congress/v1/members/C001106.json,null,https://costello.house.gov,CongressmanRyanCostello,null,RepRyanCostello,/m/0127dxsz,https://costello.house.gov/rss.xml,85,0,0.00,0,95.29,null,4,null
Carlos,null,Curbelo,FL,26,R,2018,C001107,https://api.propublica.org/congress/v1/members/C001107.json,curbelo.house.gov,http://curbelo.house.gov,repcurbelo,null,RepCurbelo,/m/0127nzmk,null,85,1,1.18,0,94.05,null,4,null
James,null,Comer,KY,1,R,2018,C001108,https://api.propublica.org/congress/v1/members/C001108.json,comer.house.gov,https://comer.house.gov,congressmancomer,null,null,/m/0j65cf0,null,85,0,0.00,0,97.65,null,4,null
Liz,null,Cheney,WY,1,R,2018,C001109,https://api.propublica.org/congress/v1/members/C001109.json,cheney.house.gov,https://cheney.house.gov,replizcheney,null,RepLizCheney,/m/04slt0,https://cheney.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
J.,Luis,Correa,CA,46,D,2018,C001110,https://api.propublica.org/congress/v1/members/C001110.json,correa.house.gov,https://correa.house.gov,null,null,null,null,null,85,2,2.35,0,91.57,null,2,null
Charlie,null,Crist,FL,13,D,2018,C001111,https://api.propublica.org/congress/v1/members/C001111.json,crist.house.gov,https://crist.house.gov,RepCharlieCrist,null,repcharliecrist,/m/04jyvv,null,85,2,2.35,0,93.98,null,2,null
Salud,null,Carbajal,CA,24,D,2018,C001112,https://api.propublica.org/congress/v1/members/C001112.json,carbajal.house.gov,https://carbajal.house.gov,repsaludcarbajal,null,RepCarbajal,/g/11cmh_7rjt,https://carbajal.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
Danny,K.,Davis,IL,7,D,2018,D000096,https://api.propublica.org/congress/v1/members/D000096.json,www.davis.house.gov,https://davis.house.gov,280757931935749,280757931935749,RepDannyDavis,/m/0256k7,https://davis.house.gov/rss/press-releases.xml,85,9,10.59,0,96.05,null,22,null
Peter,A.,DeFazio,OR,4,D,2018,D000191,https://api.propublica.org/congress/v1/members/D000191.json,www.defazio.house.gov,http://defazio.house.gov,RepPeterDeFazio,94324364811,RepPeterDeFazio,/m/033ttx,http://defazio.house.gov/rss.xml,85,2,2.35,0,93.98,null,32,null
Diana,null,DeGette,CO,1,D,2018,D000197,https://api.propublica.org/congress/v1/members/D000197.json,degette.house.gov,http://degette.house.gov,DianaDeGette,110757973488,RepDianaDeGette,/m/024z95,http://degette.house.gov/rss.xml,85,1,1.18,0,95.24,null,22,null
Rosa,null,DeLauro,CT,3,D,2018,D000216,https://api.propublica.org/congress/v1/members/D000216.json,delauro.house.gov,https://delauro.house.gov,CongresswomanRosaDeLauro,181302611907634,RosaDeLauro,/m/024zn0,null,85,1,1.18,0,94.05,null,28,null
Lloyd,null,Doggett,TX,35,D,2018,D000399,https://api.propublica.org/congress/v1/members/D000399.json,doggett.house.gov,https://doggett.house.gov,lloyddoggett,154050553704,RepLloydDoggett,/m/03flzn,null,85,0,0.00,0,94.12,null,24,null
Mike,null,Doyle,PA,14,D,2018,D000482,https://api.propublica.org/congress/v1/members/D000482.json,doyle.house.gov,http://doyle.house.gov,usrepmikedoyle,79663724861,USRepMikeDoyle,/m/03tqjg,http://doyle.house.gov/rss.xml,85,0,0.00,0,95.29,null,24,null
John,J.,Duncan Jr.,TN,2,R,2018,D000533,https://api.propublica.org/congress/v1/members/D000533.json,duncan.house.gov,http://duncan.house.gov,CongressmanDuncan,102385999834718,RepJohnDuncanJr,/m/0450rl,http://duncan.house.gov/rss.xml,85,0,0.00,0,92.94,null,32,null
Susan,A.,Davis,CA,53,D,2018,D000598,https://api.propublica.org/congress/v1/members/D000598.json,house.gov/susandavis,https://susandavis.house.gov,RepSusanDavis,103767526332478,RepSusanDavis,/m/024xs5,https://susandavis.house.gov/rss.xml,85,1,1.18,0,96.43,null,18,null
Mario,null,Diaz-Balart,FL,25,R,2018,D000600,https://api.propublica.org/congress/v1/members/D000600.json,mariodiazbalart.house.gov,http://mariodiazbalart.house.gov,mdiazbalart,119538428117878,MarioDB,/m/02536z,http://mariodiazbalart.house.gov/rss.xml,85,1,1.18,0,97.62,null,16,null
